stop_id,stop_name,stop_lat,stop_lon,census_tract_id
00010400,Mountainberry Rd e/of Snowcap Rd,43.764747,-79.732818,5350576.22
00010420,Mountainberry Rd at Snow Leopard Crt (N),43.766079,-79.730315,5350576.22
00010440,Mountainberry Rd btwn Snow Leopard & Narrow Valley,43.764389,-79.726777,5350576.22
00010450,Mountainberry Rd opp Mount Rainer Cres (W),43.761644,-79.727372,5350576.22
00010460,Mountainberry Rd at Snowcap Rd,43.761034,-79.730683,5350576.22
00010470,Peter Robertson Blvd w/of Mountainash Rd,43.760313,-79.733061,5350576.22
00010480,Peter Robertson Blvd at Eagleridge Dr,43.758467,-79.735253,5350576.22
00010490,Peter Robertson Blvd w/of Torbram Rd,43.756367,-79.73763,5350576.46
00010500,Peter Robertson Blvd at Barley Field Rd,43.754432,-79.73989,5350576.46
00010510,Peter Robertson Blvd at Sunny Meadow Blvd,43.75213,-79.741947,5350576.46
00010520,Sunny Meadow Blvd opp Oatfield Rd,43.752683,-79.743198,5350576.46
00010530,Sunny Meadow Blvd at Red Clover Rd,43.754151,-79.745216,5350576.46
00010540,Sunny Meadow Blvd at Red River Rd,43.755165,-79.746578,5350576.46
00010580,Black Forest Dr at Sprucelands Ave,43.74951,-79.753486,5350576.17
00010590,Black Forest Dr opp Willow Park Dr,43.747903,-79.754774,5350576.17
00010593,Black Forest Dr opp Bunchberry Way,43.746442,-79.755915,5350576.17
00010595,Fernforest Dr s/of Black Forest Dr (at Bobcat St),43.743795,-79.755516,5350576.16
00010600,Peter Robertson Blvd w/of Fernforest Dr,43.740619,-79.754259,5350576.16
00010610,Peter Robertson Blvd w/of Hickroybush Ave,43.740349,-79.757684,5350576.16
00010620,Peter Robertson Blvd at Dixie Rd,43.739325,-79.75972,5350576.16
00010630,Guru Nanak St e/of Canada Goose Blvd,43.737447,-79.76166,5350576.93
00010640,Guru Nanak St e/of Blue Whale Blvd,43.736316,-79.762747,5350576.93
00010650,Guru Nanak St opp Riverbank Rd,43.734262,-79.763841,5350576.93
00010680,Guru Nanak St w/of Riverbank Rd,43.73408,-79.763703,5350576.93
00010690,Guru Nanak St w/of Rainstorm Rd,43.735495,-79.762946,5350576.93
00010700,Guru Nanak St opp Canada Goose Blvd,43.736953,-79.761907,5350576.93
00010705,Guru Nanak St w/of Dixie Rd,43.738267,-79.760448,5350576.93
00010710,Peter Robertson Blvd at Softneedle Ave,43.740232,-79.75734,5350576.16
00010730,Fernforest Dr at Kimberly Cres (S),43.741059,-79.753897,5350576.17
00010740,Fernforest Dr at Hackberry Gate,43.743937,-79.755472,5350576.17
00010750,Black Forest Dr e/of Bunchberry Way,43.74665,-79.755483,5350576.17
00010760,Black Forest Dr e/of Willow Park Dr,43.748233,-79.754481,5350576.17
00010770,Black Forest Dr e/of Winterberry Gate,43.749409,-79.753364,5350576.17
00010780,Black Forest Dr at Bramalea Rd,43.750192,-79.752491,5350576.17
00010820,Sunny Meadow Blvd s/of Larkspur Rd,43.754982,-79.746542,5350576.2
00010830,Sunny Meadow Blvd at Squirreltail Way,43.754234,-79.745554,5350576.2
00010840,Sunny Meadow Blvd at Oatfield Rd,43.753119,-79.744055,5350576.2
00010845,Sunny Meadow Blvd n/of Peter Robertson Blvd,43.751907,-79.742467,5350576.2
00010850,Peter Robertson Blvd at Giraffe Ave (W),43.752459,-79.741281,5350576.46
00010855,Sunny Meadow Blvd opp Thunderbird Trail,43.750392,-79.741241,5350576.2
00010857,Brampton Civic Hospital 12 SB / 35,43.747835,-79.741838,5350576.2
00010858,Brampton Civic Hospital 12NB,43.747872,-79.741797,5350576.2
00010860,Peter Robertson Blvd w/of Clover Bloom Rd,43.753818,-79.740331,5350576.46
00010870,Peter Robertson Blvd at Torbram Rd,43.756363,-79.737245,5350576.46
00010875,Peter Robertson Blvd at Red Stag Rd,43.757669,-79.735804,5350576.22
00010885,Peter Robertson Blvd at Mountainash Rd,43.760365,-79.732503,5350576.22
00010915,Sunny Meadow Blvd s/of Father Tobin Rd,43.765614,-79.761339,5350576.54
00010918,Sunny Meadow Blvd at Father Tobin Rd,43.76582,-79.761397,5350576.55
00010924,Sunny Meadow Blvd n/of Sparhill St,43.764633,-79.760004,5350576.54
00010925,Sunny Meadow Blvd btwn Vanderbrink Dr & Serenes,43.764412,-79.759483,5350576.55
00010929,Sunny Meadow Blvd n/of Australia Dr,43.763508,-79.758252,5350576.55
00010930,Sunny Meadow Blvd at Australia Dr,43.762952,-79.757761,5350576.54
00010931,Sunny Meadow Blvd at Stanley Mills Public School,43.760775,-79.757365,5350576.54
00010934,Sunny Meadow Blvd s/of Chapparal Dr,43.762009,-79.757003,5350576.55
00010938,Sunny Meadow n/of Black Cherry Ln,43.759291,-79.75706,5350576.55
00010940,Sunny Meadow Blvd opp Black Cherry Lane,43.759145,-79.757227,5350576.54
00010950,Sunny Meadow Blvd n/of Sandalwood Pkwy,43.757478,-79.754857,5350576.54
00010952,Sunny Meadow Blvd n/of Sandalwood Pky,43.757656,-79.754994,5350576.55
00010960,Sandalwood Pkwy w/of Bramalea Rd,43.753657,-79.758099,5350576.85
00010970,Sandalwood Pky E at Rattlesnake Rd,43.752768,-79.759587,5350576.85
00010975,Sandalwood Pky E btwn Rattlesnake and Fernforest,43.751322,-79.761982,5350576.85
00010980,Sandalwood Pky at Fernforest Dr,43.750267,-79.763544,5350576.85
00010990,Sandalwood Pky E btwn Fernforest Dr & Dixie Rd,43.74815,-79.766007,5350576.59
00011000,Sandalwood Pky E opp Springtown Trail,43.746646,-79.767543,5350576.59
00011010,Sandalwood Pky E w/of Dixie Rd,43.744874,-79.769621,5350576.92
00011060,Trinity Common Terminal Route 32/23 WB/ 300 Stop,43.731442,-79.763449,5350576.93
00011100,Sandalwood Pky E w/of Heart Lake Rd,43.736017,-79.781396,5350576.04
00011110,Sandalwood Pky E at Royal Palm Dr (E),43.733799,-79.785386,5350576.04
00011120,Sandalwood Pky E at Royal Palm Dr (W),43.731589,-79.788119,5350576.04
00011130,Sandalwood Pky E at Richvale Dr (WB),43.730283,-79.790017,5350576.04
00011140,Sandalwood Pky E at Kennedy Rd N,43.728444,-79.793196,5350576.04
00011150,Kennedy Rd N n/of Sandalwood Pky E,43.729481,-79.794935,5350576.04
00011160,Conestoga Dr at Mondragon Circle,43.729816,-79.797005,5350576.09
00011170,Heart Lake Terminal Route 23 WB Stop,43.727787,-79.798337,5350576.09
00011180,Conestoga Dr at Loafers Lake Lane,43.726167,-79.798632,5350576.09
00011240,Sandalwood Pky W w/of Hurontario St,43.716748,-79.804407,5350576.34
00011250,Sandalwood Pkwy at 130 Sandalwood Pkwy,43.71424,-79.807185,5350576.34
00011260,Sandalwood Pky n/of Van Kirk Dr,43.710048,-79.810315,5350576.34
00011290,Queen Mary Dr at Gold Park Place,43.703697,-79.813888,5350576.43
00011300,Queen Mary Dr s/of Woodvalley Dr,43.701818,-79.810658,5350576.43
00011305,Queen Mary Dr s/of Whispering Hills Gate,43.700837,-79.808543,5350576.43
00011310,Queen Mary Dr s/of Lormel Gate,43.69967,-79.805848,5350576.43
00011320,Queen Mary Dr s/of Sunnybrook Cres (S),43.69684,-79.804625,5350576.43
00011330,Queen Mary Dr at Briarcroft Rd (E),43.695467,-79.805037,5350576.43
00011350,Edenbrook Hill Dr at Briarcroft Rd (W),43.694878,-79.807812,5350576.43
00011351,Edenbrook Hill Dr n/of Packham Cr,43.695083,-79.810283,5350576.43
00011360,Edenbrook Hill Dr s/of Duffield Rd,43.695563,-79.813363,5350576.43
00011365,Edenbrook Hill Dr btwn Amboise Cres & Bonistel Cr,43.696607,-79.815219,5350576.43
00011405,Worthington Ave s/of Fairhill Ave,43.686018,-79.822117,5350577.08
00011410,Worthington Ave at Gabrielle Dr,43.685197,-79.821002,5350577.08
00011420,Worthington Ave at Clayborne Ave,43.683747,-79.819055,5350577.08
00011430,Worthington Ave at Salvation Rd,43.681312,-79.816067,5350577.08
00011440,Mount Pleasant GO Station  Route 9 Stop,43.674492,-79.822436,5350577.0
00011460,Worthington Ave n/of Salvation Rd,43.681599,-79.816175,5350577.08
00011470,Worthington Ave opp Clayborne Ave,43.683634,-79.818691,5350577.08
00011480,Worthington Ave opp Gabrielle Dr,43.684771,-79.82021,5350577.08
00011485,Worthington Ave at Fairhill Ave,43.686189,-79.822134,5350577.08
00011510,Brisdale Dr s/of Sandy Beach Rd,43.689711,-79.824689,5350576.8
00011520,Brisdale Dr n/of Wetmeadow Dr,43.691822,-79.827545,5350576.8
00011530,Brisdale Dr s/of Sandalwood Pky,43.693228,-79.829543,5350576.8
00011540,Brisdale Dr at Ranchero Dr opp St. Edmund Campion,43.694333,-79.831068,5350576.53
00011550,Brisdale Dr at Ramsey Lane,43.696092,-79.833487,5350576.53
00011560,Botavia Downs Dr e/of Brisdale Dr,43.697495,-79.834583,5350576.53
00011570,Botavia Downs Dr at Trumpet Valley Blvd,43.69916,-79.831858,5350576.53
00011583,Earlsbridge Blvd e/of Chinguacousy Rd - School,43.702014,-79.828585,5350576.5
00011590,Earlsbridge Blvd at Edenbrook Hill Dr,43.703928,-79.827061,5350576.5
00011630,Sandalwood Pky w/of Queen Mary Dr,43.703913,-79.815221,5350576.43
00011640,Sandalwood Pky W at McLaughlin Rd N,43.706321,-79.812096,5350576.43
00011650,Sandalwood Pky s/of Van Kirk Dr,43.709289,-79.810014,5350576.07
00011660,Sandalwood Pkwy opp 130 Sandalwood Pkwy,43.71401,-79.806956,5350576.07
00011670,Sandalwood Pky W at Hurontario St,43.71705,-79.803701,5350576.07
00011730,Heart Lake Terminal Route 204/218 Stop,43.727784,-79.798138,5350576.09
00011750,Sandalwood Pky E at Richvale Dr (EB),43.72969,-79.790252,5350576.06
00011760,Sandalwood Pky E opp Royal Palm Dr (W),43.731029,-79.788573,5350576.06
00011770,Sandalwood Pky E at Glover Gate,43.73334,-79.785423,5350576.06
00011780,Sandalwood Pky E at Heart Lake Rd,43.735214,-79.782145,5350576.06
00011790,Great Lakes Dr at 400 Great Lakes Dr,43.741018,-79.773372,5350576.93
00011810,Great Lakes Dr s/of Masjid Dr (St. Isac E.S.),43.736479,-79.769078,5350576.93
00011815,Great Lakes Dr s/of Serenity Ln,43.734727,-79.767261,5350576.93
00011825,Great Lakes Dr s/of Guru Nanak St,43.732772,-79.764351,5350576.93
00011830,Trinity Common Terminal Route 33/23 EB Stop,43.731211,-79.763296,5350576.93
00011840,Great Lakes Dr at Beachsurf Rd,43.734159,-79.766233,5350576.93
00011850,Great Lakes Dr s/of Masjid Dr,43.736831,-79.769172,5350576.93
00011860,Great Lakes Dr at Harold M. Brathwaite S.S.,43.737772,-79.770395,5350576.93
00011870,Great Lakes Dr at Sandalwood Pky,43.741187,-79.773169,5350576.93
00011875,Sandalwood Pkwy at Save Max Sports Centre,43.743204,-79.771272,5350576.93
00011880,Sandalwood Pky E at Dixie Rd,43.744755,-79.769211,5350576.93
00011890,Sandalwood Pky E e/of Springtown Trail,43.74674,-79.767057,5350576.16
00011910,Sandalwood Pky E at Pinecone Way,43.752311,-79.759944,5350576.17
00011920,Sandalwood Pky E at Bramalea Rd,43.753766,-79.757529,5350576.17
00011940,Sandalwood Pky E e/of Sunny Meadow Blvd,43.757983,-79.753931,5350576.45
00011950,Sandalwood Pky E opp Black Cherry Lane,43.75911,-79.753274,5350576.45
00011960,Sandalwood Pky E at Cobblestone Crt,43.76107,-79.752331,5350576.45
00011970,Sandalwood Pky E at Lakespring Gate,43.763809,-79.750267,5350576.45
00011975,Sandalwood Pky at Torbram Rd,43.764935,-79.748693,5350576.45
00011980,Torbram Rd n/of Sandalwood Pky E,43.765669,-79.748941,5350576.89
00011982,Torbram Rd at Brucewood Rd,43.767449,-79.751413,5350576.89
00011986,Torbram Rd at 10755 Torbram Rd,43.769684,-79.754487,5350576.89
00012040,English St w/of Main St N,43.694392,-79.771965,5350573.03
00012050,English St at Murray St,43.693415,-79.773031,5350573.03
00012060,English St e/of Talbot St,43.690717,-79.775961,5350573.07
00012070,English St at Vodden St W,43.689402,-79.776209,5350573.07
00012080,Vodden St W at Talbot St,43.689412,-79.778632,5350573.07
00012090,Vodden St W at Roseland Gate,43.689791,-79.78227,5350573.07
00012100,Vodden St W at Williams Pky W,43.690378,-79.784479,5350573.07
00012110,Royal Orchard Dr n/of Williams Pky W,43.690972,-79.7855,5350573.06
00012120,Royal Orchard Dr at Trailridge Dr,43.69221,-79.786229,5350573.06
00012130,Royal Orchard Dr opp Dunhill Rd,43.693799,-79.78685,5350573.06
00012140,Royal Orchard Dr at Suncrest Dr,43.694572,-79.787753,5350573.06
00012150,Royal Orchard Dr at Richwood Cres (S),43.696492,-79.790311,5350573.06
00012160,Royal Orchard Dr at Richwood Cres (N),43.696953,-79.792117,5350573.06
00012170,Royal Orchard Dr at Bovaird Dr,43.697958,-79.794595,5350573.06
00012180,Van Kirk Dr at Canam Cres (S),43.698944,-79.796085,5350576.07
00012190,Van Kirk Dr at Canam Cres (N),43.700077,-79.797796,5350576.07
00012200,Van Kirk Dr n/of Railway Tracks (northbound),43.703733,-79.799859,5350576.07
00012210,Van Kirk Dr at 95 Van Kirk Dr,43.705715,-79.801568,5350576.07
00012220,Van Kirk Dr at 111 Van Kirk Dr,43.707616,-79.804139,5350576.07
00012230,Van Kirk Dr opp Regan Rd (N),43.709138,-79.806348,5350576.07
00012240,Van Kirk Dr s/of Sandalwood Pky W,43.709572,-79.808386,5350576.07
00012250,Van Kirk Dr n/of Sandalwood Pky W,43.709698,-79.811081,5350576.34
00012260,Van Kirk Dr at Van Scott Dr,43.710786,-79.814119,5350576.34
00012270,Van Kirk Dr at Viceroy Cres (S),43.713484,-79.817776,5350576.34
00012280,Van Kirk Dr at Van Scott Dr (N),43.715376,-79.818965,5350576.34
00012290,Van Kirk Dr s/of Wanless Dr,43.718267,-79.821419,5350576.34
00012295,Wanless Dr at 225 Wanless Dr,43.721601,-79.818258,5350576.34
00012300,Wanless Dr opp Tournament Dr,43.723651,-79.816173,5350576.34
00012330,Conestoga Dr n/of Sutter Ave,43.724827,-79.794132,5350576.05
00012360,Conestoga Dr n/of Ebby Ave,43.718128,-79.78835,5350576.05
00012370,Conestoga Dr s/of Ebby Ave (at Heart Lake S.S.),43.717049,-79.788034,5350576.05
00012400,Wanless Dr at Hurontario St,43.725304,-79.814391,5350576.34
00012410,Hurontario St at 10886 Hurontario St,43.723918,-79.811726,5350576.34
00012420,Hurontario St opp Petworth Dr,43.72138,-79.808256,5350576.34
00012425,Sandalwood - Zum Main Station Stop NB,43.718308,-79.803496,5350576.33
00012430,Sandalwood Loop - Route 502 Stop,43.720821,-79.808831,5350576.34
00012470,Sandalwood Pky E e/of Conestoga Dr,43.726169,-79.795726,5350576.05
00012485,Heart Lake Terminal Route 201 Stop,43.72809,-79.798095,5350576.09
00012495,Heart Lake Terminal Route 7 NB - Departure,43.72809,-79.79812,5350576.09
00012560,Hurontario St s/of Petworth Rd,43.721688,-79.80812,5350576.33
00012565,Hurontario St opp 10866 Hurontario St,43.723859,-79.811146,5350576.33
00012568,Hurontario St s/of Conservation Dr,43.725603,-79.813447,5350576.33
00012570,Wanless Dr w/of Hurontario St,43.725366,-79.814736,5350576.76
00012580,Wanless Dr e/of Tournament Dr,43.724198,-79.815976,5350576.76
00012590,Van Kirk Dr s/of Wanless Dr,43.717975,-79.821227,5350576.34
00012600,Van Kirk Dr n/of Van Scott Dr,43.715718,-79.819335,5350576.34
00012610,Van Kirk Dr opp Viceroy Cres (S),43.713579,-79.818039,5350576.34
00012615,Van Kirk Dr s/of Mossgrove Cres,43.711264,-79.814976,5350576.34
00012630,Van Kirk Dr at Cedarvalley Blvd,43.709841,-79.81271,5350576.34
00012640,Van Kirk Dr s/of Sandalwood Pkwy,43.709428,-79.808162,5350576.07
00012650,Van Kirk Dr s/of Regan Rd (N) (opp 111 Van Kirk Dr,43.707267,-79.803954,5350576.07
00012660,Van Kirk Dr s/of Regan Rd (N) (opp 105 Van Kirk Dr,43.705858,-79.802043,5350576.07
00012675,Van Kirk Dr n/of Railway Tracks (southbound),43.704045,-79.800176,5350576.07
00012678,Van Kirk Dr at Regan Rd,43.700368,-79.798468,5350576.07
00012690,Van Kirk Dr n/of Bovaird Dr,43.698517,-79.795841,5350576.07
00012710,Royal Orchard Dr at Springview Dr (N),43.696966,-79.792769,5350573.06
00012715,Royal Orchard Dr opp Richwood Cres (S),43.696484,-79.790618,5350573.06
00012720,Royal Orchard Dr at Red Maple Dr,43.694533,-79.787932,5350573.06
00012730,Royal Orchard Dr at Springview Dr (S),43.691893,-79.786336,5350573.06
00012740,Royal Orchard Dr at Williams Pky W,43.690638,-79.785196,5350573.06
00012750,Vodden St W s/of Williams Pky W,43.690189,-79.784406,5350573.07
00012760,Vodden St W at Brookview Rd,43.689577,-79.781594,5350573.07
00012770,Vodden St W opp Talbot St,43.689289,-79.778734,5350573.07
00012780,Vodden St W at Pleasantview Ave,43.689176,-79.77624,5350573.07
00012790,English St opp Talbot St,43.690471,-79.77599,5350573.07
00012795,English St n/of Alison Crt ( 41 English St ),43.692229,-79.774154,5350573.03
00012800,English St opp Murray St,43.693593,-79.772665,5350573.03
00012810,English St at Main St,43.694445,-79.771732,5350573.03
00012840,Main St N at Market St,43.689215,-79.764533,5350574.0
00012920,Vodden St W w/of Main St N,43.692481,-79.770266,5350573.03
00012930,Vodden St W at Rosebud Ave,43.690418,-79.772554,5350573.03
00012940,Vodden St W at English St,43.68941,-79.775585,5350573.07
00012970,Williams Pky W w/of Royal Orchard Dr,43.690301,-79.785364,5350573.06
00012980,Williams Pky W at McLaughlin Rd N,43.688722,-79.78719,5350573.06
00012990,Williams Pky W w/of McLaughlin Rd N,43.686896,-79.788784,5350573.1
00013000,Williams Pky W at Fletchers Creek Blvd,43.684688,-79.790984,5350573.1
00013010,Fletchers Creek Blvd n/of Porchlight Rd,43.686241,-79.794574,5350573.1
00013020,Fletchers Creek Blvd opp Binder Twine Trail,43.687207,-79.797559,5350573.1
00013030,Fletchers Creek Blvd at Dwellers Rd,43.689069,-79.800822,5350573.1
00013033,Fletchers Creek s/of Bovaird Dr,43.691024,-79.802553,5350573.1
00013040,Edenbrook Hill Dr at Queen Anne Dr,43.692733,-79.804864,5350576.43
00013070,Edenbrook Hill Dr opp Peachleaf Cres,43.697831,-79.817339,5350576.43
00013080,Edenbrook Hill Dr at Sandalwood Pky W,43.699143,-79.819608,5350576.43
00013090,Edenbrook Hill Dr n/of River Rock Cres (S),43.700213,-79.821405,5350576.5
00013100,Edenbrook Hill Dr at Belinda Dr,43.702573,-79.82369,5350576.5
00013110,Edenbrook Hill Dr s/of Earlsbridge Blvd,43.703988,-79.826325,5350576.5
00013120,Edenbrook Hill Dr opp Ridgemore Cres (S),43.706224,-79.830141,5350576.49
00013130,Edenbrook Hill Dr at Wanless Dr,43.707799,-79.832271,5350576.49
00013160,Wanless Dr e/of McLaughlin Rd N,43.716123,-79.823919,5350576.34
00013170,Wanless Dr w/of Van Kirk Dr,43.718109,-79.821725,5350576.34
00013230,Conservation Dr opp Axminster Rd - 201 School Only,43.734655,-79.804767,5350576.09
00013240,Kennedy Dr N s/of Conservation Dr,43.735241,-79.803152,5350576.09
00013250,Kennedy Rd N opp McFadden Dr,43.734292,-79.801829,5350576.09
00013260,Kennedy Rd N s/of Somerset Dr,43.731715,-79.798335,5350576.09
00013383,Kennedy Rd at Richvale Dr - School Only,43.732145,-79.798374,5350576.04
00013385,Kennedy Rd N at McFadden Dr - 201 School Only,43.7342,-79.801213,5350576.04
00013400,Conservation Dr at Axminister Rd - 201 School Only,43.734663,-79.804951,5350576.09
00013410,Conservation Dr at Carnforth Dr - 201 School Only,43.73314,-79.806585,5350576.09
00013470,Wanless Dr e/of Van Kirk Dr,43.718753,-79.821471,5350576.77
00013480,McLaughlin Rd s/of Wanless Dr,43.715103,-79.82374,5350576.49
00013610,Edenbrook Hill Dr opp Queen Mary Dr,43.693843,-79.806612,5350576.44
00013620,Edenbrook Hill Dr n/of Bovaird Dr,43.691652,-79.803608,5350576.44
00013630,Fletchers Creek Blvd s/of Bovaird Dr W,43.690715,-79.802427,5350573.11
00013650,Fletchers Creek Blvd at Binder Twine Trail,43.687067,-79.797543,5350573.11
00013660,Fletchers Creek Blvd opp Porchlight Rd,43.685938,-79.793997,5350573.11
00013675,Carnforth Dr at Ramsgate Crt - 201 School Only,43.734256,-79.808981,5350576.09
00013676,Carforth Dr at Lennox Crt - 201 School Only,43.734811,-79.809935,5350576.09
00013680,Williams Pky W e/of McLaughlin Rd N,43.688803,-79.786687,5350573.07
00013730,Vodden St W at Mill St N,43.690033,-79.772855,5350573.03
00013740,Vodden St W at Main St N,43.692655,-79.769668,5350573.03
00013860,McLaughlin Rd at Charolais Blvd,43.660158,-79.748793,5350572.04
00013870,McLaughlin Rd S at 8351 McLaughlin Rd S,43.663159,-79.752884,5350572.04
00013880,McLaughlin Rd S n/of Elgin St,43.664354,-79.754436,5350572.01
00013895,McLaughlin Rd S n/of Curtis Dr,43.665555,-79.756153,5350572.01
00013900,McLaughlin Rd at Harold St,43.668404,-79.760023,5350572.01
00013910,McLaughlin Rd S at John Knox Christian School,43.67156,-79.764321,5350572.01
00013920,McLaughlin Rd S at Corona Gate,43.672638,-79.765763,5350572.01
00013930,Flower City Community Campus Route 1/1A/3A/57 Stop,43.671368,-79.769836,5350572.09
00013935,McLaughlin Rd S n/of Bufford Dr,43.674693,-79.768574,5350572.01
00013940,McLaughlin Rd S at Queen St W,43.675838,-79.770087,5350572.01
00013950,McLaughlin Rd n/of Dusty Lane,43.677695,-79.772615,5350573.07
00013960,McLaughlin Rd N at Denison Ave,43.678636,-79.773886,5350573.07
00013970,McLaughlin Rd N opp Campbell Dr,43.680767,-79.77682,5350573.07
00013980,McLaughlin Rd opp Flowertown Ave,43.682301,-79.778884,5350573.07
00013990,McLaughlin Rd N at 9381 McLaughlin Rd N,43.684458,-79.781789,5350573.07
00013995,McLaughlin Rd N opp 9500 McLaughlin Rd N,43.68542,-79.783091,5350573.07
00014000,McLaughlin Rd n/of Brookview Rd,43.68637,-79.784369,5350573.07
00014010,McLaughlin Rd s/of Williams Pky,43.688249,-79.786895,5350573.07
00014030,McLaughlin Rd N btwn Williams Pky and Red Maple Dr,43.690196,-79.789522,5350573.06
00014040,McLaughlin Rd s/of Red Maple Dr,43.691352,-79.791061,5350573.06
00014050,McLaughlin Rd N opp Homestead Townhouses,43.694859,-79.795829,5350573.06
00014060,McLaughlin Rd s/of Bovaird Dr,43.695807,-79.797097,5350573.06
00014070,McLaughlin Rd N opp Marycroft Crt,43.697846,-79.799779,5350576.07
00014080,McLaughlin Rd N at Lowry Dr,43.701125,-79.80428,5350576.07
00014085,McLaughlin Rd btwn Lowry Dr & Sandalwood Pkwy,43.703801,-79.807901,5350576.07
00014090,McLaughlin Rd s/of Sandalwood Pky,43.706401,-79.811382,5350576.07
00014100,McLaughlin Rd N at Potters Wheel Gate,43.709401,-79.815585,5350576.34
00014110,McLaughlin Rd N n/of Van Scott Dr,43.71391,-79.82176,5350576.34
00014135,Tournament Dr at Bissell,43.725092,-79.81797,5350576.76
00014140,Tournament Dr at Cresthaven Rd,43.725844,-79.819308,5350576.76
00014150,Cresthaven Rd at Zachary Dr - School Only,43.725935,-79.822829,5350576.76
00014151,Brinkley Dr at Buffridge Trail - School Only,43.729536,-79.821468,5350576.76
00014158,Brinkley Dr at Mapleshade Dr,43.729033,-79.82237,5350576.76
00014160,Brinkley Dr e/of Creekwood Dr,43.727828,-79.823747,5350576.76
00014170,Cresthaven Rd opp Baccarat Cres (S),43.728231,-79.826134,5350576.76
00014190,Robertson Davies Dr at Sundridge St,43.731166,-79.829537,5350576.31
00014200,Robertson Davies Dr opp Twin Willow Cres,43.732412,-79.832178,5350576.31
00014210,Robertson Davies Dr at Collingwood Ave,43.733483,-79.833883,5350576.31
00014220,Collingwood Ave at 21 Collingwood Ave,43.734565,-79.833086,5350576.31
00014230,Collingwood Ave at Hurontario St,43.737272,-79.829999,5350576.31
00014235,Hurontario St at Mayfield Rd,43.733942,-79.825552,5350576.31
00014240,Hurontario St s/of Mayfield Rd,43.732503,-79.823542,5350576.76
00014270,Hurontario St btwn Mayfield Rd & Brinkley Dr,43.731163,-79.821707,5350576.76
00014280,Hurontario St n/of Brinkley Dr,43.730532,-79.820781,5350576.76
00014370,McLaughlin Rd N at Earlsbridge Blvd,43.71377,-79.822088,5350576.49
00014380,McLaughlin Rd N opp Potters Wheel Gate,43.709673,-79.816455,5350576.5
00014390,McLaughlin Rd n/of Sandalwood Pky,43.70676,-79.812358,5350576.5
00014396,McLaughlin Rd btwn Sandalwood Pkwy & Lormel Gate,43.70389,-79.808392,5350576.43
00014400,McLaughlin Rd N at Lormel Gate,43.701253,-79.804915,5350576.43
00014410,McLaughlin Rd N at Marycroft Crt,43.698003,-79.800472,5350576.43
00014420,McLaughlin Rd n/of Bovaird Dr,43.696125,-79.797939,5350576.43
00014430,McLaughlin Rd N at Homestead Townhouses,43.694974,-79.796411,5350573.1
00014440,McLaughlin Rd n/of Red Maple Dr,43.691823,-79.792143,5350573.1
00014450,McLaughlin Rd n/of Williams Pky,43.688498,-79.787632,5350573.1
00014470,McLaughlin Rd at Brookview Rd,43.686799,-79.785308,5350573.09
00014480,McLaughlin Rd N at 9500 McLaughlin Rd N,43.685458,-79.783558,5350573.09
00014490,McLaughlin Rd N at 9446 McLaughlin Rd N,43.684405,-79.782056,5350573.09
00014500,McLaughlin Rd at Flowertown Ave,43.682404,-79.779367,5350573.09
00014510,McLaughlin Rd N n/of Campbell Dr,43.681344,-79.7779,5350573.05
00014520,McLaughlin Rd N opp Amsterdam Cres,43.680096,-79.776202,5350573.05
00014530,McLaughlin Rd opp Denison Ave,43.678537,-79.774084,5350573.05
00014540,McLaughlin Rd N n/of Horwood Dr,43.677746,-79.773021,5350573.05
00014550,McLaughlin Rd N n/of Queen St W,43.676557,-79.77146,5350573.05
00014560,McLaughlin Rd S at FCCC Entrance,43.674312,-79.768543,5350572.09
00014580,McLaughlin Rd S opp Corona Gate,43.672486,-79.765969,5350572.09
00014590,McLaughlin Rd S at 109 McLaughlin Rd,43.671235,-79.764262,5350572.09
00014600,McLaughlin Rd at Brown's Ln,43.668552,-79.760608,5350572.07
00014610,McLaughlin Rd S opp Curtis Dr,43.665345,-79.756191,5350572.07
00014620,McLaughlin Rd S at Elgin St,43.663708,-79.753967,5350572.07
00014630,McLaughlin Rd s/of Charolais Blvd,43.659975,-79.748909,5350572.08
00014635,McLaughlin Rd S btwn Charolais Blvd & Steeles Ave,43.657917,-79.746152,5350572.08
00014780,Airport Rd at Driver Rd,43.720593,-79.664564,5350576.78
00014790,Steeles - Zum Bovaird Station Stop NB,43.723431,-79.668367,5350576.78
00014800,Airport Rd n/of 407 Ramp,43.729628,-79.676785,5350576.78
00014820,Airport Rd btwn Intermodal Dr & Clark Blvd,43.733769,-79.682381,5350576.78
00014830,Airport Rd s/of Clark Blvd,43.735731,-79.684928,5350576.78
00014840,Airport Rd btwn Clark Blvd & Nevets Rd,43.738779,-79.689107,5350576.78
00014850,Airport Rd at Nevets Rd,43.740657,-79.691564,5350576.78
00014865,Airport Rd at Woodhill Centre (9105 Airport Rd),43.745835,-79.698518,5350576.78
00014870,Airport Rd at Maritime Ontario Blvd,43.747309,-79.700497,5350576.78
00014875,Airport Rd at 9263 Airport Rd,43.749214,-79.703059,5350576.78
00014880,Airport Rd at Williams Pky E,43.752692,-79.707699,5350576.78
00014890,Williams - Zum Bovaird Station Stop NB,43.754132,-79.709664,5350576.78
00014900,Airport Rd btwn Williams Pky E & Cottrelle Blvd,43.756262,-79.712597,5350576.78
